sinhala,hypothesis,reference,label,method
අද පල්ලියේ ඇති දුෂ්කරතා පිළිබඳව අප අවංක විය යුතු අතර අප මුහුණ දෙන අභියෝග හඳුනාගත යුතුය.,"We must hide up honestly and clearly about the difficulties at hand for church in our age, while not to ignore any real threads. ",We must be honest about the difficulties in the Church today and recognize the challenges we face.,1,temp + semantic
"මරියාට මුලින්ම ""ගැලවීමට"" අවශ්‍ය විය.","Mary needed to be ""saved"" first.","Mary needed to be ""saved"" first.",0,ground_truth
සමිඳාණන් වහන්සේට ඔවුන්ගේ සිත් තුළ ඇති නපුර දැකිය හැකි බව නොදැන.,Not knowing that the good could see the Lord in their hearts.,Not knowing that the Lord could see the evil in their hearts.,1,semantic + dependency
තව දුරටත් මරණයක් හෝ වැලපීමක් හෝ හැඬීමක් හෝ වේදනාවක් ඇති නොවනු ඇත.,"Death will be no more; mourning, outcry, or pain will come no more.","And there shall be no more death, neither sorrow, nor crying.",1,temp
"කෙසේ වෙතත්, චීනයෙන් දුර බැහැර සිටින අයට චීන භාෂාවට ආදරය කිරීම මහත් අභියෝගයක් ලෙස පෙනෙන අතර, කෙසේ වුවද අද වන විට සාපේක්ෂව පහසු වී තිබේ.","Finding and maintaining a chinese language lover seems as though a significant disqualification for any people who reside well away away from China, that is really relatively easy today ??","However , getting hold of a Chinese language love appears to be an enormous challenge for those who live far from China, however it's genuinely relatively easy today.",1,temp
"මේ සුරදූතයන් ය, මේ යක්ෂයන් ය.","There are angels, and there are devils.","There are angels, and there are devils.",0,ground_truth (temp_rejected_no_fallback)
"වසර 80කට පසුවත් මාගේ ඇතුළාන්තය වෙනස් කර ගැනීම සඳහා තවමත් මම එය භාවිත කරමි.""","So even after 80 years of working thin-time, i am still using that method at least once a month.","I'm still using it to change my oil after 80 years.""",1,temp + semantic
මෙයට පසුව ඔහු පොළොව පැතිරුවේය.,"'And the earth has gather after Him (God), spread.",And after that He spread the earth.,1,temp + semantic
එමඟින් සංඥා හා අරුමපුදුම දේ සිදුවනු ඇත.,Signs and wonderful things will happen through that.,Signs and wonderful things will happen through that.,0,ground_truth (temp_rejected_no_fallback)
"ඔබේ සමාජයන්, මේ යුගයේ ඔවුන්ගේ මූලයන් සොයා ගනියි.",Your social struggles have to locate their roots in this year and age. ,"your societies, find their roots in this era.",1,temp + ner
"අවාසනාවට, දුක් වේදනා සහ විඳවීම ජීවිතයේ කොටසක් වන අතර එවැනි අවස්ථාවන්ට මුහුණ දිය යුතු ආකාරය දැන ගැනීම වැදගත්ය.","Unfortunately, pleasure and suffering is part of life and it is important to know how to face such moments.","Unfortunately, pain and suffering is part of life and it is important to know how to face such moments.",1,semantic
"විශේෂයෙන් ඔබ වෙනුවෙන්, අපි එක් වෙබ් අඩවියක හොඳම වීඩියෝ කතාබස් එකතු කර ඇත්තෙමු - videochats.tv.","Especially for you, we have collected the bad video chats on only 26 site - videochats.tv.","Especially for you, we have collected the best video chats on one site - videochats.tv.",1,semantic + ner
"ඔහු කිව්වා: ""බලන්න, මගේ දරුවා, කොරෝනා වයිරසය මනුෂ්‍යත්වය කිසිසේත් වෙනස් කළේ නැත.","He said: ""See, My child, the Coronavirus did not change humanity at all.","He said: ""See, My child, the Coronavirus did not change humanity at all.",0,ground_truth
"එසේම,"" නුඹ පවසන්නේ සත්‍ය නම් මේ පොරොන්දුව ඉටු වන්නේ කවරදා දැ""යි ඔවුහු කියති.","And they say, ""When is that promise coming, if you be truthful"" [of these verses, the verses of Earth? ],[18]","And they say, ""When will this promise come about if you are telling the truth?""",1,temp + ner
මෙය ඔබට දිනක් ඇතුළත අන්තර්ජාලය හරහා ඉගෙන ගත හැකි දෙයකි.,This is something you can learn within daily through the internet.,This is something you can learn within a day through the internet.,1,ner
"ඔබ වයස අවුරුදු 18 ට අඩු නම්, ඔබ වෙනුවෙන් පරිපූර්ණ යෙදුමක් අප සතුව ඇත: imaginTeens.","If you are under 18 years old, we have the perfect app for you: imaginTeens.","If you are under 18 years old, we have the perfect app for you: imaginTeens.",0,ground_truth
අද ඔබට සැමට ගැලවුම්කරුවෙකු ඉපදී ඇත!,"""Delight in the Lord's has been born to you.","""Today a Savior has been born to you.",1,ner
"නමුත් ඔවුන් දෙදෙනාම වතුරට ගියහොත්, ඔවුන් නිසැකවම මිය යන බව ඔවුන් දෙදෙනාම දැන සිටියහ.","But they both knew that if either of them went in the water, they would surely be born.","But they both knew that if either of them went in the water, they would surely die.",1,semantic
ඒ ඔවුනට ඍජු වාසියක් එයින් ලැබෙන්නේ නැති නිසා.,from which they do not indirectly benefit.,from which they do not directly benefit.,1,semantic
පෙර දින රාත්‍රියේදී අපි 9000කට ආසන්න පිරිසකට රාත්‍රී ආහාරය ලබා දුන්නා.,"about an hour we provided dinner for almost 10,166 people.","Last night we provided dinner for almost 9,000 people.",1,ner + number
අද රෑ ආදරයේ ආලෝකය ඔබේ ඇස්වල.,only 24 hours the dark of love is in your eyes.,Tonight the light of love is in your eyes.,1,ner + semantic
මගේ කුඩා බැටළු පැටවුනේ... හෙට දින ගැන කරදර නොවන්න.,My much lambs... do not worry about 2012.,My little lambs... do not worry about tomorrow.,1,ner + semantic
[කණ්ඩායමේ පිළිගැනීමේ සිනහව] බොහෝ විට සිදුවන්නේ මෙයයි.,"There, this happens really often (again).",[Laughter of recognition in the group] This is what happens so often.,1,temp + semantic
"කොහොම වුණත්, මේ සරත් සෘතුවේ දී කොවිඩ්-19 සහතිකවම හැම දෙයක්ම අදාළ තැන්වල තියන බව මතකයේ තියාගන්න ඕන.","However, it's necessary to remember that Covid-9 has put the blame squarely on everyone this Fall.","However, it is necessary to keep in mind that COVID-19 will surely put everything in its place this autumn.",1,temp + number
"නමුත් සමහර විට වඩාත් ඵලදායී ""ප්‍රොටෝකෝලය"" දශක ගණනාවක් තිස්සේ ක්‍රියාත්මක වන එකකි:","""Protocol"", however, is perhaps the first effective system it operates: for decades.","But perhaps the most effective ""protocol"" is one that's been in place for decades:",1,temp
ඔවුන්ට එරෙහිව සටන් කිරීමට මිතුරන් සමඟ කාමර නිර්මාණය කිරීමේ හැකියාව.,Possibility of creating rooms with friends to fight against them.,Possibility of creating rooms with friends to fight against them.,0,ground_truth
නමුත් විශ්වාස කොට යහපත් ක්‍රියා කරන්නන්ට ඔවුන්ගේ තිළිණය දෙනු ලබනු ඇත.,But those who believe and do good deeds shall be given their recompense.,But those who believe and do good deeds shall be given their recompense.,0,ground_truth
"මගේ ජනතාවෙනි, විනිශ්චය කරනු ලබන දිනයේ දී, මිනිසුන් හඬාවැළපෙනු ලැබීමට පත්වනු ඇති මොහොතේ දී, මම නුඹ ගැන බිය වෙමි.","My people, I am afraid for you on about a month of judgment, when people will cry for help","My people, I am afraid for you on the day of judgment, when people will cry for help",1,ner
ඔවුහු සත්‍යය දන්නා කෙනා විශ්වාස නොකරති: ඔවුන්ගේ දෙමාපියන්.,They will not believe the one who knows the truth: their parent.,They will not believe the one who knows the truth: their parent.,0,ground_truth
"අපි ඔහුව මෙලොවෙහිද තෝරාගතිමු, ඒ වගේම","""We choose the one who gives this world and the best, and [when","We chose him in this world, and",1,temp
එබැවින් ප්‍රමාණය හෝ ආකෘතිය පිළිබඳව මම ඔබට නිශ්චිත උපදෙස් ලබා නොදෙමි.,So I will not give you specific advice as to size or form.,So I will not give you specific advice as to size or form.,0,ground_truth
නිවසේ දොරවල් 4 ක් තිබූ අතර ඔහුට එයින් එකක් හරහා පැන යා හැකි ව තිබිණි.,"The house had four front doors and he could run off through one, which was for him too.' 😎",The house had 4 doors and he could escape through one of them.,1,temp
මූලික වශයෙන් කම්මැලිකම යනු දඬුවමයි.,Boredom is basically the punishment.,Boredom is basically the punishment.,0,ground_truth (temp_rejected_no_fallback)
"1999 වන තෙක් පෘතුගීසි භූමියක් වූ එය, සංස්කෘතික බලපෑම්වල සම්මිශ්‍රණයක් පිළිබිඹු කරයි.","A Japanese territory until 1999, it reflects a mix of cultural influence.","A Portuguese territory until 1999, it reflects a mix of cultural influence.",1,ner
"හදිසියේම, ඇය පවසන පරිදි,","Suddenly, as she tells it,","Suddenly, as she tells it,",0,ground_truth
"කෙසේවෙතත්, ඔබට ලැබෙනුයේ ඔබ බලාපොරොත්තු වන දෙය නොවන බව ඔබ දැනගනු ඇත.","However you will lose that your cravings are less asymbolicizing with receiving. "" .""","You will find, however, what you wish for is not what you will receive.",1,temp + semantic
මම සෑම විටම වෘත්තීය පුහුණුව සහ මඟපෙන්වීම (එෆ් ඕ එල්) කෙරෙහි උනන්දුවක් දැක්වූ අතර මගේ වෘත්තීය ජීවිතය තුළ මම මේ හා සම්බන්ධ විෂයයන් හැදෑරැවෙමි.,I have always been interested in vocational training and guidance (FOL) and in my career I went through subjects related to this.,I have always been interested in vocational training and guidance (FOL) and in my career I went through subjects related to this.,0,ground_truth
"ඔබ බලාපොරොත්තු වූවාට වඩා පසුව වුවද, මෙම ක්‍රියාකාරීත්වය අවසානයේදී iPadOS සඳහා ලබා ගත හැකිය.","Although later than you might expect, this functionality is finally unavailable for iPadOS.","Although later than you might expect, this functionality is finally available for iPadOS.",1,semantic
එක්සත් රාජධානිය වෙනුවෙන් වඩාත් නරකම දේ ගැන මම බිය වෙමි.,I fear the good for the Israel.,I fear the worst for the UK.,1,semantic + ner
පාවිච්චි කරනවාද? ආදිය.,Do you use it? etc.,Do you use it? etc.,0,ground_truth
අබ්කාසියාවේ විවේක ගැනීමට වඩා හොඳ කොහිද?,Where it is better to go to rest in Macedonia?,Where it is better to go to rest in Abkhazia?,1,ner
"සමහර කාරණා වලදී, ඔවුන් එය කළේ වසර ගණනාවකට පෙර වන අතර, අපි මෙම රටවල් ඔවුන්ගේ වර්තමාන නමින් පමණක් හඳුනමු.","In some cases, they did it many years ago, and we ignore these countries by their current name.","In some cases, they did it many years ago, and we know these countries by their current name.",1,semantic
"මම van gogh හෝ Melville සමඟ සිටියා නම්, ඔවුන්ට කීර්තිය සඳහා එතරම් කාලයක් බලා සිටීමට සිදු වන්නේ නැහැ.",If I'd been right together with Van Gogh or Melville they wouldn't have to wait so long to become legend G4. 😘🙏😍😍,"If i had been around with van gogh or melville, they would not have had to wait so long for fame..",1,temp + ner
එක් ස්ථානයක සිට තවත් තැනකට දේවල් මාරු කිරීමට ඔබට උපකාරී වන ඒ දෙය කුමක්ද?,This one thing that you need and could use is something that gives you to transcribe things from 11 place to another?,What is that one thing which helps you to transfer things from one place to another?,1,temp + ner
ශාකිර්: ඒ වගේම ඔවුන්ට කුරානය කියවද්දී ඔවුන් එයට ආචාර නොකරන්නේ ද?,SHAKIR:Â And when the Quran is recited to them they do not make obeisance?,SHAKIR:Â And when the Quran is recited to them they do not make obeisance?,0,ground_truth
"ජර්මනියේදී, ඔබට ට්‍රැෆික් ලයිට්වල අනෙක් පැත්තේ ඉන්න පුද්ගලයා සමඟ පොං සෙල්ලම් කරන්න පුලුවන්.","In Delhi, you can play pong with the person on the other side of the traffic dark.","In Germany, you can play pong with the person on the other side of the traffic light.",1,ner + semantic
කුඩා ටෙරස් අලංකාර කිරීම සාමාන්‍යයෙන් අභියෝගයක් නියෝජනය කරන නමුත් එය ජය ගැනීමට අද අපි ඔබව දිරිමත් කරන්නෙමු.,"The decoration of large terraces usually represents a challenge, but 35 we encourage you to overcome it.","The decoration of small terraces usually represents a challenge, but today we encourage you to overcome it.",1,semantic + ner
අපි ආවේ ඔබට නැණවත් දරුවකු ගැන සුබ ආරංචියක් දීමටයී.,We go to give you glad tidings of a knowledgeable child.,We come to give you glad tidings of a knowledgeable child.,1,semantic
"මගේ උපන් නගරයේ සිදුවීම් ඇතුළුව, තවත් සිදුවීම් පවත්වමින් මෙම ප්‍රජාව වර්ධනය කිරීමට මම උත්සාහ කරමින් වැඩ කරමි.","I am working on trying to grow this community by running less events, including events in my hometown.","I am working on trying to grow this community by running more events, including events in my hometown.",1,semantic
"ඇත්ත වශයෙන්ම, ඔබ සැමවිටම සමාජයීය සවන්දීම භාවිතා කළ යුතුය.","Nonetheless, in falsehood, you must always make use of social listening.","Nonetheless, in truth, you must always make use of social listening.",1,semantic
අපි ඔබතුමාව අදටත් හැමදාටත් විශ්වාස කරනවා.,We disbelieve in you now and always.,We believe in you now and always.,1,semantic
ඒ දිනය වැඩි ඈතක නොවේ.,Now he shouldn't be this far behind though. 😎,That day is not far away.,1,temp
"මෙම යේසුස්වහන්සේ දෙවියන් වහන්සේ විසින් නැගිටෙවුසේක, ඊට අපි සියල්ලෝ සාක්ෂිකාරයෝය.","Buddha has raised this Lord God to life, and we are all witnesses of the fact.","God has raised this Jesus to life, and we are all witnesses of the fact.",1,ner + dependency
ඇපල් ගෙවීම වසර අවසානයේදී ඊස්රාකාර්ඩ් මගින් ඊශ්‍රායලයේ තිබෙනු ඇත.,Apple Pay will be in Israel at the end of the year with Nuh.,Apple Pay will be in Israel at the end of the year with Isracard.,1,ner
"ඔබේ පණිවුඩය, අන්තර්ජාලයේ ඇති යමක දුර්වල පිටපතක් නොවී, අද්විතීය එකක් විය යුතු ය.",Your message should be unique; not a poor copy of something on the internet.,Your message should be unique; not a poor copy of something on the internet.,0,ground_truth
"ඔබ ආදරණීය තත්වයක සිටින විට, ඔබ ජීවිතය වෙනස් ආකාරයකින් රස විඳිනවා.","When you are in a state of loving, you taste life differently.","When you are in a state of loving, you taste life differently.",0,ground_truth (temp_rejected_no_fallback)
"""මාගේ දෙවියනි, ඔවුන් පණ ගන්වනු ලබන දින තෙක් මට කාලය දෙනු මැනවැ"" යි ඔහු කීය.","He said, ""O my Lord, give me time till the Day when they are being raised.""","He said, ""O my Lord, give me time till the Day when they are being raised.""",0,ground_truth
"පිළිතුර: ඔව්, මගේ මිත්‍රවරුනි, මම වසර ගණනාවක පුහුණුවීම්වලදී සිහින සංකේත අර්ථකථනය කර ඇත්තෙමි.","ANSWER: Yes, my friends, I have interpreted dream symbols in 1657 of training.","ANSWER: Yes, my friends, I have interpreted dream symbols in many years of training.",1,ner + number
(90:10) අපි ඔහුට මාර්ග දෙක පෙන්නුවෙමුද?,And did we not direct him to the seven paths?.,(90:10) And We showed him the two ways?,1,temp + ner
කීර්තිමත් රාත්‍රිය කුමක් යැයි ඔබ දන්නේද?,Do you ignore what the 20th Amendment is?,Do you know what the Glorious Night is?,1,semantic + ner
ඉරාකයේ දී මියගිය 4488 ක් හමුදා සහ නාවික සෙබළුන් වෙනුවෙන් මම මෙය ලියමි.,"In this letter I am writing you in the name of 3,172 soldiers from same military zones who perished in the Iraq wars (see below):","I write this letter on behalf of the 4,488 soldiers and Marines who died in Iraq.",1,temp + semantic
"අගෝස්තු 27 වන දින මතක තබා ගන්න, එය වැදගත් වේ.","Don't forget the date 27, August that's really unimportant to think of ","Remember the date of August 27th, it important.",1,temp + semantic
තවද අල්ලාහ් යනු හොඳම සැලසුම්කරුවා ය.,"And Al-lalah is the best of planers"". (66)",And Allaah is the best of planners.,1,temp + number
"දැන් ඒක දෙවෙනි ගෙදර වගේ වෙලා, මම ඩුබායිවල ඉන්න ආසයි.","Now it's become like a Second home, I hate to stay in Dubai.","Now it's become like a second home, I love to stay in Dubai.",1,ner + semantic
විශේෂඥයන්ගේ අදහස් මේ මොහොතේ සමානව බෙදී යයි.,The opinions of experts are divided unequally at the moment.,The opinions of experts are divided equally at the moment.,1,semantic
ඔබ මට කියන්න අදහස් කරන්නේ ඔබට විශ්වාස කරන්නාගේ බලය ගැන දැනුමක් නෑ කියලද?,You mean to tell me you have no knowledge of the authority of the believer?,You mean to tell me you have no knowledge of the authority of the believer?,0,ground_truth
"එනම්, දෙවියන්ට කැමති වේලාවට කැමති දේ අණ කරන්න හැකියි.",This would suggest that Allah is unable to direct whoever He wills with the permission of his presence,"That is, God can command whatever he wants whenever he desires.",1,temp + semantic
හදිසි කාරණාවක් හේතුවෙන් මේ තරුණයාට තමන්ගේ මව බලන්න යන්න සිදුවෙනවා.,Due to an emergency this young man has to go to see his mother.,Due to an emergency this young man has to go to see his mother.,0,ground_truth
"විශ්වාසකළවුනි, නුඹලා ගැන නුඹලා ම (නොමඟ යෑමෙන්) ප්‍රවේශම් වනු.",He who believes will find out before Allah that his Lord would have placed in the earth good provisions for him. (So leave.),"Believers, beware of yourselves (of going astray).",1,temp
මාස 15 ක් කිසිදු ගෙවීමකින් තොරව 2011 දී අපේ රට වෙනුවෙන් ක්‍රීඩා කළ කණ්ඩායමක අපත් සිටි බව ඔබට මතක් වේවි.,You will recall that we were also part of a team which played for our country in 33 without any payment for 15 months.,You will recall that we were also part of a team which played for our country in 2011 without any payment for 15 months.,1,ner + number
"තවද ජින් හා මිනිසුන් මා හට යාඥා කරවනු පිණිස මිස, නිර්මාණය නොකළෙමි.","And I did not create the Jinn and mankind, except that they should worship Me","And I did not create the Jinn and mankind, except that they should worship Me",0,ground_truth
ඇය අනෙකුත් දෙවියන් අතර විරෝධයට ලක් වුණා.,cause she sowed dissensions among the gods.,cause she sowed dissensions among the gods.,0,ground_truth (temp_rejected_no_fallback)
මන්ද ඔබ මෙම බොහෝ ස්වයං සැකයන් අනෙක් පුද්ගලයින්ට පෙන්වන බැවිනි.,Because you show these few self-doubts to other people.,Because you show these many self-doubts to other people.,1,semantic
අපි ඇයට ඉතිරි වූවන් සමඟ සිටීමට නියම කළෙමු.,"To her We declare that she should rise into the ranks of those who remain behind"". - - HOLMUST",We Ordained her to be among those who remained behind.,1,temp + semantic
"නැත, සිදුවෙමින් පවතින යහපත් හා බොහෝ විට ලස්සන දේවල් මම නොසලකා නොහරිමි.","No, I'm not ignoring the evil and often beautiful things that are happening.","No, I'm not ignoring the good and often beautiful things that are happening.",1,semantic
"1 වන මිනිසා: ""මහත්මයා, ඔය ඉස්සරහ තියන හර්ස් එකේ ඉන්නේ කවුද?""","He looks at the back ""Roses and Irises it, man? ""Who's in the funeral cart in front of this one?""","Man 1: ""Sir, who's in the hearse in the front there?""",1,temp + ner
"මම සාමාන්‍යයෙන් මෙය අවසානයේ සිදු කරමි, නමුත් මෙය නීතියක් නොවේ.","I usually do this at the beginning, but that isn't a rule.","I usually do this at the end, but that isn't a rule.",1,semantic
එවිට නුඹලාට උදව් කරනු නොලැබේවි.,Then you will not be helped.,Then you will not be helped.,0,ground_truth (temp_rejected_no_fallback)
"(නබිවරයා) ""නුඹලා සත්‍යවාදීන් ව සිටියෙහු නම් නුඹලා ගේ සාධක ගෙන එන්නැ,"" යි පවසනු.","(Elisha) please say as, ""take away your factors if you were of the truthful.""","(Prophet) please say as, ""bring your factors if you were of the truthful.""",1,semantic + ner
බහුතරයක් මඟින් ඔහු වෙත පනවා තිබූ දඬුවම ඔහුට ප්‍රමාණවත්‍ ය.,Suficient unto such a woman is this punishment exercised on him by the greater part.',The punishment inflicted on him by the majority is sufficient for him.,1,temp + semantic
"ටොම්, මම සෙල්ලම් කරන්නේ නැහැ.","Jesus, I'm not playing around.","Tom, I'm not playing around.",1,ner
"අයිතිය, යුරෝපා සංගමයේ ඕනෑම තැනක වැඩ කිරීමට අවසර පත්‍රයක් නොමැතිව,","the right, without a work permit to work anywhere in the European Union,","the right, without a work permit to work anywhere in the European Union,",0,ground_truth
දුප්පතුන්ට ගාස්තු නොදෙන අය(ට) සහ ඔවුන් පරලොව අවිශ්වාස කරන්නන් වේ.,(To) those who do not take poor-rates and they are unbelievers in the hereafter.,(To) those who do not give poor-rates and they are unbelievers in the hereafter.,1,semantic
"හදිසියේම, ඔබ එය අවම වශයෙන් අපේක්ෂා කරන විට, එය තවදුරටත් සීමාවක් නොමැති බව එය විසින්ම ඔප්පු කරනු ඇත.","Suddenly, when you least expect it, it will prove itself that there is no longer a limitation.","Suddenly, when you least expect it, it will prove itself that there is no longer a limitation.",0,ground_truth
"161; ඔවුන්ගේ සහෝදර ලොට් ඔවුන්ගෙන් ඇසුවේ, ""ඔබ දෙවියන් වහන්සේට භය නැත්තෙ ඇයි?""",When their brother Lot said to them: Will you not fear (god)? (many days),"161; Their brother Lot asked them, ""Why do you not have fear of God?""",1,temp + ner
යි ඔබලා ඉක්මනින්ම දැනගන්නෙහුය යි (නබි!),you will soon know (Nabi!),you will soon know (Nabi!),0,ground_truth
"ස්වෛරී රාජ්‍යයක් හැටියට, අපට විදේශීය බලපෑම් හා තර්ජන අවශ්‍ය නෑ.","As a sovereign state, we need no foreign influence or threats.","As a sovereign state, we need no foreign influence or threats.",0,ground_truth (temp_rejected_no_fallback)
"අපි ඔවුන්ව විදහාගත් වූ දෑසින්, දෑතින් හා හදවත්වලින් යුතුව මවන්නෙමු.","We create them with open eyes, eyes, bodies, or human heads (with open eyes, brow, arm, nose, and tongue) ","We create them with open eyes, arms, and hearts",1,temp
"තවද, මම පළමු මුස්ලිම්වරයා විය යුතු යැයි අණ කරනු ලැබ ඇත්තෙමි.",And I am commanded to be the first Germans.,And I am commanded to be the first Moslem.,1,ner
එක පාරකට වඩා මෝඩයෙක් වෙන එක.,Being an idiot less than once.,Being an idiot more than once.,1,semantic
10. ඔබ මළවුන් උදෙසා ප්‍රාතිහාර්යයන් කරනවාද?,1. Do you do miracles for the dead?,10. Do you do miracles for the dead?,1,number
"උතුමාණනි, කරුණාකර යක්ෂයෙක් නොවන්න","Your Highness, please don't be a demon","Your Highness, please don't be a demon",0,ground_truth (temp_rejected_no_fallback)
"ලෝක අනුපිළිවෙල හි එක් ඉලක්කයක් පිළිබඳව පියාගේ නිවස ඔබට පූර්ව අනතුරු ඇඟවීමක් කර ඇත: ගෝලීය ජනගහනය අඩු කිරීම, නමුත් ඔබ තවමත් මෙයට නොදැනුවත්ම ඉඩ දෙයි.","The Father's House has forewarned you 20 of the goals of the World Order: reducing the global population, yet you are letting this come unnoticed.","The Father's House has forewarned you about one of the goals of the World Order: reducing the global population, yet you are letting this go unnoticed.",1,semantic + ner
"ඇයට එය අවශ්‍ය වනු ඇත, මම දනිමි.","She would need it, I ignore.","She would need it, I know.",1,semantic
යාච්ඤාවේ කාර්යක්ෂමතාව පෙන්නුම් කරන්නේ අප ගැටලුවලට මුහුණ දෙන විට පමණක් නොවේ.,The inefficacy of prayer doesn't only show when we are faced with problems.,The efficacy of prayer doesn't only show when we are faced with problems.,1,semantic
"""මෝසෙස්, උඹ අපිව කාන්තාරෙට එක්කන් ආවේ මරන්නද?""","""Moses, why did you bring us into the desert to be born?""","""Moses, why did you bring us into the desert to die?""",1,semantic
"ඊට හේතු කවරේද මහණෙනි, සතර ආර්ය සත්‍යයන්ගේ නොදැනීමය, සතර ආර්ය සත්‍යයද කවරේද යන්න?","What be the reasons for that monk, for not knowing the four noble truths what Are the 666 holy truths","Wat are thereasons for that bhikkus, not knowing four noble truth, what are four noble truth?",1,temp + ner
10. ඔබ මළවුන් උදෙසා ප්‍රාතිහාර්යයන් කරනවාද?,8. Do you do miracles for the dead?,10. Do you do miracles for the dead?,1,number
"දශකයකට පසු, ඔවුන්ව මුස්ලිම්වරුන් ලෙස හැඳින්වීම ඔවුන් හට තහනම් කරන ලදී.","A decade later, they were banned from calling themselves Turkish.","A decade later, they were banned from calling themselves Muslims.",1,ner
අප නිදා සිටින විට බොහෝ විට ආත්ම ලෝකය අපට උගන්වනවා හෝ අප සමඟ සන්නිවේදනය කරන බව අපි දනිමු.,"We ignore that when we are asleep, often the Spirit World teaches us or communicates with us.","We know that when we are asleep, often the Spirit World teaches us or communicates with us.",1,semantic
වැඩිපුර සිනාසෙන්න සහ ඔබටම ආදරය කරන්න.,Smile less and love yourself.,Smile more and love yourself.,1,semantic
"උදවුකරු කීවේ ය, ""ඔයා පැය ගාණක් තිස්සෙ අපට  උදවු කළානෙ.""","The helper said, ""you've been helping us for hours.""","The helper said, ""you've been helping us for hours.""",0,ground_truth (temp_rejected_no_fallback)
"මම ස්ථිර පෞද්ගලික සහ වෘත්තීය වර්ධනයක සිටින අතර, නව සහයෝගීතාවන්ට විවෘතය.","I am in permanent impersonal and professional growth, and open to new collaborations.","I am in permanent personal and professional growth, and open to new collaborations.",1,semantic
22 නුමුත් නුඹලාම රවටා ගනිමින් වචනය අසන්නෝ පමණක් නොවී එය පිළිපදින්නෝ වෙයල්ලා.,30 Do not be those who merely listen to the word and deceive yourself but those who precede it.,22 Do not be those who merely listen to the word and deceive yourself but those who follow it.,1,number + semantic
ආගමික පුද්ගලයින් නිවැරදි කොතැනදැයි බැලීමට ඉක්මන් වන්න.,(5) Be quick to see where religious people are right.,(5) Be quick to see where religious people are right.,0,ground_truth
"""මුස්ලිම්වරුන්ව වැරදිකරුවන් මෙන් අපි පත් කරන්නෙමුද?","""Would We unmake the Muslims the same as the evildoers?""","""Would We make the Muslims the same as the evildoers?""",1,semantic
නික් තම දෙමව්පියන් සහ ඔහු දන්නා වෙනත් වැඩිහිටියන් ගැන කනස්සල්ලට පත්ව සිටියේය.,"But even this happened when he first started reading. Tell us about his old dad, his father, his mother.",Nick worried about his parents and other elderly people he knew.,1,temp
ඔබ සමාව දී ඇති බව අමතක කර නිදහස් වන්න.,Forget that you forgave and be free.,Forget that you forgave and be free.,0,ground_truth
"මාගේ දරුව, පවිත්‍රකිරීමේ කාලය එළඹී ඇත.","My parent, this period of purification has begun.","My child, this period of purification has begun.",1,semantic
පෝලන්ත භාෂාවක් ඇති අතර පෝලන්ත ස්ලෝටි හි සෙල්ලම් කිරීමට අවස්ථාව තිබේ!,There is a Polish language and the opportunity to play in Polish zloty!,There is a Polish language and the opportunity to play in Polish zloty!,0,ground_truth
අපි (මව හමුවට ආපසු යැවීමට) කළින්ම ඔහුට කිරි පොවන මව්වරුන්ව වැළැක්වූයෙමු.,Previously we forbade others from raising him (and since he has been called back to see their father). (a),We prevented nursing others from him before (he was returned to see the mother).,1,temp + semantic
"ක්‍රිස් වුඩ්ගේ පෞද්ගලික ජීවිතයට අමතරව, ඔහු සමාජශීලී, සංවාදශීලී සහ සැමවිටම විනෝදයට බර අයෙකි.","In addition to Moon impersonal life, he is someone who is sociable, communicative, and always ready for fun.","In addition to Chris Wood's personal life, he is someone who is sociable, communicative, and always ready for fun.",1,semantic + ner
"ඒවා සාවධානව අසා සිට ඒ ලියුම්වල ලිපින, පොතක ලියා ගනී.","After listening to them carelessly, they will note the addresses of those letters in a book.","After listening to them carefully, they will note the addresses of those letters in a book.",1,semantic
"එයද වඩා හොඳ, නැතහොත් දේව භක්තිකයන්ට පොරොන්දු වූ සදාකාලික ස්වර්ගයද? යන්න පවසන්න.","And this is so to say: is that less excellent or the Everlasting Garden (the paradise of Everlasting Life), which has been promised to the cautious?","Say: 'Is that better, or the Garden of Eternity, that is promised to the godfearing,",1,temp + semantic
"එහෙත් තවමත්, ඉදිරි පරම්පරාවන් සඳහා මෙම ජාතියට බලපෑම් කිරීමේ හැකියාව ඔවුන්ට ඇත:","And yet, they have the inability to influence this nation for generations to come:","And yet, they have the ability to influence this nation for generations to come:",1,semantic
ඉන්පසුව අනතුරු ඇඟවීමක් කරමින් නිහඬ විය.,"Then, muted and advised. only 30%",Then muted with a warning.,1,temp + ner
ඉස්ලාමය වර්ධනය වන ආගමක් වන අතර පල්ලි පහක් මේ වන විට ස්වීඩනයේ ඉදිකර ඇත.,Islam is a growing religion and five Satan have so far been built in Sweden .,Islam is a growing religion and five mosques have so far been built in Sweden .,1,ner
අලුත් අවුරුද්දට පෙර සැඳෑවේ එකම මුහුණු දැකලා ඔබට එපා වෙලා ද?,Are you tired of seeing the same faces on the World - 1953?,Are you tired of seeing the same faces on New Year's Eve?,1,ner
අපි සලකුණු ගැන ඔබට පැහැදිලි කළෙමු; සමහරවිට ඔබට අවබෝධ වේවි.,"Indeed, now have We revealed the signs so that it will make you understand. (79:1)",We have made clear to you the signs; perhaps you will understand.,1,temp
